C00629618|N|TER|P|201701230300133512|15C|IND|PEREZ, JOHN A|LOS ANGELES|CA|90017|PRINCIPAL|DOUBLE NICKEL ADVISORS|1032017|40|H6CA34245|SA01251735122|1141239|||2012520171368850783
C00629618|N|M490|P|201702039042411382|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|5908047835|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|252017|472221||PR2283904845538|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029827
C00129747|N|M491|P|201702039042411383|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|2799534527|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|342017|997371||PR2283904845539|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029828
C00644445|N|M492|P|201702039042411384|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|9154828621|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|122017|266220||PR2283904845540|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029829
C00644445|N|M493|P|201702039042411385|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|2335134233|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|142017|24986||PR2283904845541|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029830
C00644445|N|M494|P|201702039042411386|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|6400753445|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|92017|151525||PR2283904845542|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029831
C00408612|N|M495|P|201702039042411387|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|9100240806|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|292017|159778||PR2283904845543|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029832
C00384818|N|M496|P|201702039042411388|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|8159118567|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|322017|567841||PR2283904845544|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029833
C00177436|N|M497|P|201702039042411389|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|1790818479|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|352017|681690||PR2283904845545|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029834
C00184757|N|M498|P|201702039042411390|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|5698226719|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|382017|755019||PR2283904845546|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029835
C00177436|N|M499|P|201702039042411391|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|8068002225|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|272017|927360||PR2283904845547|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029836
C00663469|N|M500|P|201702039042411392|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|1346840999|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|212017|959044||PR2283904845548|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029837
C00151609|N|M501|P|201702039042411393|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|7244650472|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|112017|819826||PR2283904845549|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029838
C00516557|N|M502|P|201702039042411394|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|8188134844|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|132017|262722||PR2283904845550|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029839
C00460053|N|M503|P|201702039042411395|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|5425959506|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|272017|904740||PR2283904845551|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029840
C00516557|N|M504|P|201702039042411396|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|9980920718|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|312017|27231||PR2283904845552|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029841
C00408612|N|M505|P|201702039042411397|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|3422429110|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|272017|827391||PR2283904845553|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029842
C00258498|N|M506|P|201702039042411398|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|3791580496|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|312017|542833||PR2283904845554|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029843
C00684488|N|M507|P|201702039042411399|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|1099783187|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|62017|95099||PR2283904845555|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029844
C00307661|N|M508|P|201702039042411400|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|6904733081|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|202017|747574||PR2283904845556|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029845
C00151609|N|M509|P|201702039042411401|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|1645286635|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|252017|716303||PR2283904845557|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029846
C00490358|N|M510|P|201702039042411402|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|5606450194|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|352017|653754||PR2283904845558|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029847
C00307661|N|M511|P|201702039042411403|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|8217472780|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|292017|786167||PR2283904845559|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029848
C00516557|N|M512|P|201702039042411404|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|5434280978|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|112017|154796||PR2283904845560|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029849
C00384818|N|M513|P|201702039042411405|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|7093228436|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|322017|178906||PR2283904845561|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029850
C00644445|N|M514|P|201702039042411406|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|1528481106|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|332017|10742||PR2283904845562|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029851
C00663469|N|M515|P|201702039042411407|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|2499899009|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|202017|323319||PR2283904845563|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029852
C00159964|N|M516|P|201702039042411408|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|9393212071|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|282017|229041||PR2283904845564|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029853
C00460053|N|M517|P|201702039042411409|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|1369760165|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|112017|179030||PR2283904845565|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029854
C00151609|N|M518|P|201702039042411410|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|3313304509|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|312017|578279||PR2283904845566|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029855
C00684488|N|M519|P|201702039042411411|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|2109331697|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|232017|329560||PR2283904845567|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029856
C00384818|N|M520|P|201702039042411412|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|4028353064|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|222017|264860||PR2283904845568|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029857
C00258498|N|M521|P|201702039042411413|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|1748463872|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|272017|882010||PR2283904845569|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029858
C00307661|N|M522|P|201702039042411414|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|3232544905|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|282017|644779||PR2283904845570|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029859
C00684488|N|M523|P|201702039042411415|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|5416249732|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|102017|163629||PR2283904845571|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029860
C00153061|N|M524|P|201702039042411416|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|8764292616|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|152017|372184||PR2283904845572|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029861
C00468289|N|M525|P|201702039042411417|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|1656464740|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|352017|68903||PR2283904845573|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029862
C00460053|N|M526|P|201702039042411418|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|6728657284|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|102017|350492||PR2283904845574|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029863
C00151609|N|M527|P|201702039042411419|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|5599310177|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|362017|107644||PR2283904845575|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029864
C00727373|N|M528|P|201702039042411420|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|538970619|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|332017|856842||PR2283904845576|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029865
C00184757|N|M529|P|201702039042411421|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|9185647829|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|192017|489707||PR2283904845577|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029866
C00307661|N|M530|P|201702039042411422|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|9287928203|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|282017|972493||PR2283904845578|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029867
C00684488|N|M531|P|201702039042411423|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|6511235354|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|162017|944660||PR2283904845579|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029868
C00629618|N|M532|P|201702039042411424|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|807437844|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|312017|45504||PR2283904845580|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029869
C00258498|N|M533|P|201702039042411425|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|1721714894|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|92017|888701||PR2283904845581|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029870
C00159964|N|M534|P|201702039042411426|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|7127810167|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|262017|22375||PR2283904845582|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029871
C00468289|N|M535|P|201702039042411427|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|3823406655|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|52017|224207||PR2283904845583|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029872
C00629618|N|M536|P|201702039042411428|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|209782014|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|192017|656116||PR2283904845584|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029873
C00684488|N|M537|P|201702039042411429|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|5142101399|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|382017|682106||PR2283904845585|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029874
C00644445|N|M538|P|201702039042411430|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|4234325740|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|162017|482795||PR2283904845586|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029875
C00460053|N|M539|P|201702039042411431|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|9104423383|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|232017|620311||PR2283904845587|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029876
C00159964|N|M540|P|201702039042411432|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|2369309090|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|202017|69745||PR2283904845588|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029877
C00153061|N|M541|P|201702039042411433|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|5458110491|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|292017|484077||PR2283904845589|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029878
C00468289|N|M542|P|201702039042411434|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|2787217148|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|322017|998272||PR2283904845590|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029879
C00258498|N|M543|P|201702039042411435|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|2193153044|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|102017|361719||PR2283904845591|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029880
C00490358|N|M544|P|201702039042411436|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|2320733490|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|232017|833389||PR2283904845592|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029881
C00151609|N|M545|P|201702039042411437|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|9262334692|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|102017|861609||PR2283904845593|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029882
C00184757|N|M546|P|201702039042411438|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|74929336|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|252017|543648||PR2283904845594|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029883
C00184757|N|M547|P|201702039042411439|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|8994067943|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|122017|757956||PR2283904845595|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029884
C00516557|N|M548|P|201702039042411440|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|5663551270|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|182017|415701||PR2283904845596|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029885
C00644445|N|M549|P|201702039042411441|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|6891828812|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|312017|852273||PR2283904845597|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029886
C00153061|N|M550|P|201702039042411442|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|2628479170|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|292017|20364||PR2283904845598|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029887
C00644445|N|M551|P|201702039042411443|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|7653232652|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|92017|357584||PR2283904845599|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029888
C00184757|N|M552|P|201702039042411444|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|1694159020|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|172017|648704||PR2283904845600|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029889
C00516557|N|M553|P|201702039042411445|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|8828410853|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|112017|900739||PR2283904845601|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029890
C00759657|N|M554|P|201702039042411446|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|7492781347|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|372017|376235||PR2283904845602|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029891
C00184757|N|M555|P|201702039042411447|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|5965247797|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|172017|256442||PR2283904845603|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029892
C00468289|N|M556|P|201702039042411448|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|7490783054|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|282017|418441||PR2283904845604|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029893
C00644445|N|M557|P|201702039042411449|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|1531614495|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|232017|960903||PR2283904845605|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029894
C00184757|N|M558|P|201702039042411450|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|1305849476|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|72017|208656||PR2283904845606|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029895
C00460053|N|M559|P|201702039042411451|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|6817156247|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|272017|523853||PR2283904845607|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029896
C00384818|N|M560|P|201702039042411452|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|208792607|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|222017|16166||PR2283904845608|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029897
C00727373|N|M561|P|201702039042411453|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|3635818668|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|212017|569966||PR2283904845609|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029898
C00759657|N|M562|P|201702039042411454|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|170774508|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|262017|394163||PR2283904845610|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029899
C00684488|N|M563|P|201702039042411455|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|6492472966|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|342017|633736||PR2283904845611|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029900
C00468289|N|M564|P|201702039042411456|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|1689211929|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|312017|129044||PR2283904845612|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029901
C00408612|N|M565|P|201702039042411457|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|7242295077|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|92017|729158||PR2283904845613|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029902
C00629618|N|M566|P|201702039042411458|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|7182481172|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|282017|89061||PR2283904845614|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029903
C00644445|N|M567|P|201702039042411459|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|2738740640|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|52017|175253||PR2283904845615|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029904
C00460053|N|M568|P|201702039042411460|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|2892044660|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|372017|735461||PR2283904845616|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029905
C00258498|N|M569|P|201702039042411461|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|1897836325|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|172017|422870||PR2283904845617|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029906
C00258498|N|M570|P|201702039042411462|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|9910470287|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|282017|466317||PR2283904845618|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029907
C00468289|N|M571|P|201702039042411463|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|5644579572|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|222017|974050||PR2283904845619|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029908
C00490358|N|M572|P|201702039042411464|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|5636121200|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|352017|174943||PR2283904845620|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029909
C00129747|N|M573|P|201702039042411465|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|775730722|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|392017|573758||PR2283904845621|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029910
C00159964|N|M574|P|201702039042411466|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|7140841961|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|72017|793172||PR2283904845622|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029911
C00408612|N|M575|P|201702039042411467|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|4577313578|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|292017|80377||PR2283904845623|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029912
C00516557|N|M576|P|201702039042411468|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|5660845500|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|152017|386295||PR2283904845624|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029913
C00468289|N|M577|P|201702039042411469|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|9561156741|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|252017|165981||PR2283904845625|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029914
C00129747|N|M578|P|201702039042411470|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|2745398617|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|92017|911958||PR2283904845626|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029915
C00384818|N|M579|P|201702039042411471|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|8699672418|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|72017|874295||PR2283904845627|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029916
C00384818|N|M580|P|201702039042411472|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|4120654545|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|332017|749971||PR2283904845628|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029917
C00759657|N|M581|P|201702039042411473|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|8591769791|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|112017|172020||PR2283904845629|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029918
C00184757|N|M582|P|201702039042411474|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|4672477233|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|332017|863326||PR2283904845630|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029919
C00307661|N|M583|P|201702039042411475|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|6914417238|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|242017|800868||PR2283904845631|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029920
C00184757|N|M584|P|201702039042411476|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|4281338972|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|352017|131816||PR2283904845632|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029921
C00629618|N|M585|P|201702039042411477|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|7915591813|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|242017|790645||PR2283904845633|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029922
C00663469|N|M586|P|201702039042411478|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|8743680278|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|352017|286645||PR2283904845634|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029923
C00159964|N|M587|P|201702039042411479|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|5478004927|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|82017|979713||PR2283904845635|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029924
C00258498|N|M588|P|201702039042411480|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|6408015642|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|342017|605190||PR2283904845636|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029925
C00384818|N|M589|P|201702039042411481|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|3102373587|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|212017|344357||PR2283904845637|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029926
C00151609|N|M590|P|201702039042411482|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|192560197|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|152017|346539||PR2283904845638|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029927
C00159964|N|M591|P|201702039042411483|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|7979773230|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|152017|133447||PR2283904845639|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029928
